Longitude,Latitude,Solar Energy Potential,Wind Power Density
-115.0,52.0,1461.0949206352234,143.55426
-115.0,53.0,1455.619969367981,151.28734
-115.0,54.0,1487.374930381775,226.59459
-114.0,27.0,1981.584963798523,283.14896
-114.0,28.0,1956.765022277832,126.55517
-114.0,34.0,1920.630030632019,106.98124
-114.0,35.0,1862.2300863265991,645.84174
-114.0,36.0,1856.3899874687195,211.1862
-114.0,37.0,1869.895052909851,129.30263
-114.0,43.0,1667.319941520691,196.38783
-114.0,45.0,1516.2099289894104,193.77515
-114.0,47.0,1359.6249651908875,204.58224
-114.0,50.0,1513.6549401283264,183.04684
-114.0,51.0,1510.3700041770935,119.19901
-114.0,52.0,1548.695011138916,194.781
-114.0,54.0,1500.8799958229065,253.17924
-114.0,55.0,1385.904974937439,141.88718
-113.0,32.0,1926.1049818992615,128.96411
-113.0,33.0,1901.650013923645,79.68263
-113.0,34.0,1934.134922027588,68.62134
-113.0,37.0,1842.884922027588,175.6674
-113.0,38.0,1808.9399456977844,199.39494
-113.0,42.0,1651.260061264038,178.1046
-113.0,43.0,1653.0849289894104,250.0282
-113.0,46.0,1546.869969367981,214.42758
-113.0,47.0,1475.329933166504,144.70793
-113.0,49.0,1588.4800863265991,452.27783
-113.0,50.0,1552.3449206352234,301.28027
-113.0,51.0,1552.7100682258606,221.62674
-113.0,52.0,1530.0799679756165,267.7102
-113.0,53.0,1530.8099150657654,254.93126
-113.0,54.0,1481.535005569458,224.67128
-112.0,25.0,1953.4800863265991,87.35044
-112.0,26.0,1944.720025062561,120.59638
-112.0,29.0,1946.9100403785706,133.95264
-112.0,31.0,1938.8799262046814,89.07595
-112.0,32.0,1921.359977722168,115.16704
-112.0,33.0,1902.0149874687195,61.86599
-112.0,36.0,1872.8150153160095,1101.5615
-112.0,37.0,1868.070011138916,208.71762
-112.0,39.0,1746.52494430542,75.0432
-112.0,40.0,1654.1800236701965,183.7987
-112.0,41.0,1620.235047340393,228.50793
-112.0,42.0,1627.5350403785706,251.38979
-112.0,44.0,1603.4450459480286,122.319725
-112.0,48.0,1561.469955444336,320.0086
-112.0,49.0,1561.1049818992615,417.61438
-112.0,50.0,1532.999930381775,353.10297
-112.0,51.0,1517.3050236701965,250.86766
-112.0,52.0,1525.6999373435974,409.162
-112.0,53.0,1522.05002784729,281.97873
-112.0,54.0,1446.129961013794,208.08698
-112.0,55.0,1369.8450076580048,88.43621
-111.0,25.0,1916.25,138.01985
-111.0,28.0,1926.8349289894104,94.19211
-111.0,29.0,1906.030044555664,71.09817
-111.0,30.0,1936.3249373435974,73.47335
-111.0,32.0,1922.455072402954,151.59018
-111.0,33.0,1898.7300515174866,201.63242
-111.0,35.0,1940.7049679756165,228.90892
-111.0,36.0,1918.4400153160095,187.28625
-111.0,37.0,1774.994969367981,165.04544
-111.0,39.0,1829.380030632019,93.1682
-111.0,41.0,1701.995038986206,244.30534
-111.0,42.0,1674.254961013794,114.218094
-111.0,43.0,1556.7249512672424,57.89241
-111.0,45.0,1502.340064048767,78.39192
-111.0,46.0,1470.219955444336,270.05634
-111.0,48.0,1549.0599846839905,382.90985
-111.0,49.0,1561.469955444336,458.76862
-111.0,50.0,1536.650013923645,417.62973
-111.0,52.0,1530.8099150657654,346.64078
-111.0,53.0,1514.7500348091125,283.85294
-111.0,54.0,1451.9699728488922,245.1274
-111.0,59.0,1362.1800410747528,112.92768
-110.0,23.0,1913.3300375938416,55.54973
-110.0,24.0,1906.3950181007385,50.795464
-110.0,28.0,1842.154974937439,12.363289
-110.0,29.0,1868.4349846839905,46.38532
-110.0,30.0,1916.25,61.419655
-110.0,31.0,1909.6799540519714,123.948944
-110.0,33.0,1918.804988861084,87.28724
-110.0,34.0,1841.7900013923645,74.2739
-110.0,35.0,1926.1049818992615,127.2058
-110.0,36.0,1843.250069618225,153.6071
-110.0,37.0,1872.8150153160095,158.52252
-110.0,39.0,1797.259922027588,105.37729
-110.0,40.0,1774.265022277832,179.57002
-110.0,41.0,1660.750069618225,192.49939
-110.0,43.0,1751.634922027588,122.59678
-110.0,46.0,1564.3899178504944,274.74933
-110.0,47.0,1534.4599986076355,363.2914
-110.0,48.0,1542.489938735962,388.9732
-110.0,50.0,1517.3050236701965,312.51242
-110.0,51.0,1504.5300793647766,202.9055
-110.0,53.0,1506.7199206352234,247.00972
-110.0,54.0,1426.0550236701965,129.95248
-109.0,26.0,1814.4150710105896,52.988914
-109.0,32.0,1946.9100403785706,180.44414
-109.0,33.0,1904.5699763298035,58.68998
-109.0,34.0,1906.030044555664,138.88455
-109.0,35.0,1882.3050236701965,117.6986
-109.0,36.0,1816.239938735962,71.616295
-109.0,37.0,1858.9449763298035,116.13316
-109.0,40.0,1717.6899456977844,135.86153
-109.0,43.0,1739.589924812317,168.10266
-109.0,44.0,1647.2450041770935,146.18246
-109.0,45.0,1628.9949345588684,505.81503
-109.0,46.0,1548.695011138916,373.25723
-109.0,47.0,1522.05002784729,426.59656
-109.0,48.0,1500.8799958229065,303.71167
-109.0,50.0,1512.560019493103,328.29276
-109.0,51.0,1517.3050236701965,353.04916
-109.0,52.0,1537.7449345588684,265.44135
-109.0,53.0,1477.884922027588,274.1385
-109.0,54.0,1450.509991645813,194.73656
-108.0,25.0,1839.599986076355,63.82325
-108.0,26.0,1764.045066833496,19.955305
-108.0,27.0,1843.6150431632996,6.831739
-108.0,28.0,1853.470025062561,57.46255
-108.0,30.0,1907.8550863265991,84.562805
-108.0,31.0,1952.0200181007385,186.33833
-108.0,33.0,1858.580002784729,13.3214
-108.0,34.0,1943.2599568367004,198.79292
-108.0,35.0,1887.4150013923645,165.67455
-108.0,36.0,1910.7750487327576,161.82118
-108.0,37.0,1856.754961013794,74.57229
-108.0,39.0,1768.4249234199524,88.990555
-108.0,40.0,1609.64994430542,84.421104
-108.0,44.0,1682.6500487327576,112.891785
-108.0,46.0,1499.785075187683,249.5133
-108.0,50.0,1540.6650710105896,345.644
-108.0,51.0,1518.7649178504944,218.3286
-108.0,52.0,1513.6549401283264,363.7423
-108.0,53.0,1489.5649456977844,245.5847
-108.0,54.0,1389.5549714565277,184.48007
-108.0,56.0,1350.5000174045563,88.100235
-107.0,24.0,1828.284935951233,55.510048
-107.0,26.0,1897.999930381775,55.690655
-107.0,27.0,1942.5300097465515,62.231716
-107.0,28.0,1973.5550236701965,100.977806
-107.0,29.0,1940.7049679756165,184.83322
-107.0,30.0,1937.055058479309,164.01227
-107.0,34.0,1933.7699484825134,188.57832
-107.0,35.0,1961.5100264549255,126.62838
-107.0,36.0,1834.1250348091125,84.126465
-107.0,37.0,1838.1399178504944,78.344795
-107.0,39.0,1775.3599429130554,65.93161
-107.0,40.0,1754.1900849342346,137.7527
-107.0,41.0,1620.235047340393,53.855743
-107.0,45.0,1562.565050125122,219.69899
-107.0,50.0,1540.2999234199524,271.2725
-107.0,51.0,1528.6200737953186,253.95769
-107.0,52.0,1502.340064048767,268.63766
-107.0,53.0,1409.994969367981,206.1716
-107.0,54.0,1318.015022277832,273.4975
-106.0,23.0,1789.594955444336,13.62677
-106.0,25.0,1858.580002784729,85.0464
-106.0,26.0,1959.320011138916,291.88892
-106.0,28.0,1940.339994430542,185.25368
-106.0,29.0,1938.514952659607,105.779526
-106.0,32.0,1974.64994430542,203.84612
-106.0,33.0,1908.9500069618225,104.82311
-106.0,35.0,1930.4850125312805,205.50682
-106.0,36.0,1894.714994430542,110.42228
-106.0,37.0,1944.720025062561,185.01949
-106.0,38.0,1935.230016708374,157.79459
-106.0,39.0,1834.490008354187,190.57477
-106.0,40.0,1628.2649874687195,39.019905
-106.0,42.0,1718.054919242859,465.29193
-106.0,43.0,1696.5199136734009,482.32318
-106.0,48.0,1534.095025062561,236.79459
-106.0,49.0,1561.8349289894104,365.127
-106.0,50.0,1536.2850403785706,346.03073
-106.0,51.0,1537.7449345588684,292.2653
-106.0,52.0,1514.7500348091125,270.91418
-106.0,53.0,1420.2150118350983,199.42644
-106.0,55.0,1336.2650048732758,100.78189
-105.0,24.0,1946.179919242859,92.48432
-105.0,25.0,1952.384991645813,100.767235
-105.0,26.0,1903.1100821495056,223.99248
-105.0,27.0,1908.585033416748,114.014755
-105.0,28.0,1889.2400431632996,98.49967
-105.0,29.0,1936.3249373435974,86.700874
-105.0,31.0,1919.534935951233,152.14395
-105.0,32.0,1945.0849986076355,167.9874
-105.0,35.0,1914.424958229065,361.8213
-105.0,36.0,1891.7950320243835,290.79892
-105.0,38.0,1737.034935951233,206.49759
-105.0,39.0,1792.14994430542,214.2941
-105.0,40.0,1728.640022277832,110.02469
-105.0,41.0,1703.454933166504,698.79065
-105.0,42.0,1648.339924812317,524.8248
-105.0,47.0,1546.5049958229065,338.30002
-105.0,48.0,1519.8600125312805,370.90268
-105.0,50.0,1512.1950459480286,278.61737
-105.0,51.0,1522.4150013923645,257.81677
-105.0,52.0,1523.509922027588,285.46915
-105.0,53.0,1487.740077972412,248.85495
-104.0,19.0,1740.685019493103,12.109144
-104.0,21.0,1877.1950459480286,93.71327
-104.0,22.0,1858.2150292396545,47.18251
-104.0,23.0,1869.895052909851,52.68956
-104.0,24.0,1896.540036201477,100.24797
-104.0,25.0,1898.365077972412,135.71254
-104.0,26.0,1904.934949874878,100.73655
-104.0,27.0,1952.384991645813,92.117035
-104.0,28.0,1887.779974937439,90.93633
-104.0,29.0,1880.115008354187,156.83282
-104.0,31.0,1832.2999930381775,285.94077
-104.0,33.0,1877.560019493103,233.54854
-104.0,36.0,1898.7300515174866,280.78668
-104.0,37.0,1808.9399456977844,237.14594
-104.0,38.0,1819.890022277832,211.70378
-104.0,39.0,1812.955002784729,293.1812
-104.0,40.0,1731.5599846839905,213.56708
-104.0,41.0,1695.060019493103,342.34558
-104.0,42.0,1650.164966583252,256.32834
-104.0,44.0,1678.2700181007385,190.95284
-104.0,47.0,1543.585033416748,348.3584
-104.0,48.0,1507.8150153160095,247.7035
-104.0,49.0,1526.7950320243835,269.7342
-104.0,50.0,1538.8400292396545,261.66806
-104.0,51.0,1527.5249791145325,272.59854
-104.0,52.0,1521.6850543022156,250.98602
-104.0,53.0,1484.4549679756165,255.49428
-103.0,20.0,1784.1200041770935,46.957336
-103.0,21.0,1890.334963798523,144.68016
-103.0,22.0,1904.205002784729,63.714664
-103.0,23.0,1943.990077972412,150.14664
-103.0,24.0,1914.7899317741394,96.260735
-103.0,25.0,1926.469955444336,94.81748
-103.0,26.0,1913.695011138916,157.45474
-103.0,29.0,1855.295066833496,180.74945
-103.0,31.0,1851.644983291626,215.24371
-103.0,32.0,1861.134991645813,295.20428
-103.0,33.0,1847.264952659607,221.26889
-103.0,38.0,1808.57497215271,281.20883
-103.0,40.0,1722.434949874878,264.21597
-103.0,41.0,1679.364938735962,357.68143
-103.0,42.0,1661.1150431632996,400.80624
-103.0,43.0,1613.30002784729,363.08643
-103.0,44.0,1588.114938735962,288.98938
-103.0,46.0,1561.469955444336,283.29947
-103.0,47.0,1540.6650710105896,324.61966
-103.0,48.0,1520.954933166504,407.23502
-103.0,49.0,1510.005030632019,295.24057
-103.0,50.0,1542.489938735962,304.21655
-103.0,51.0,1530.8099150657654,267.52307
-103.0,52.0,1476.42502784729,273.30258
-103.0,55.0,1349.769983291626,140.9288
-103.0,58.0,1347.214994430542,165.42058
-102.0,18.0,1756.7450737953186,23.93971
-102.0,20.0,1802.735047340393,35.201584
-102.0,22.0,1935.230016708374,173.21211
-102.0,23.0,1943.990077972412,186.77415
-102.0,24.0,1889.605016708374,136.72684
-102.0,25.0,1878.289966583252,72.59521
-102.0,26.0,1876.0999512672424,71.909966
-102.0,27.0,1894.3500208854675,207.26083
-102.0,31.0,1774.6299958229065,214.15709
-102.0,32.0,1811.4949345588684,202.45413
-102.0,33.0,1805.6550097465515,240.16942
-102.0,34.0,1814.4150710105896,264.60263
-102.0,35.0,1818.064980506897,352.206
-102.0,36.0,1805.6550097465515,325.29987
-102.0,37.0,1792.14994430542,332.59985
-102.0,38.0,1747.620038986206,244.09167
-102.0,39.0,1751.2699484825134,341.54492
-102.0,40.0,1689.2199206352234,255.79832
-102.0,41.0,1657.829933166504,340.68515
-102.0,42.0,1668.415036201477,387.286
-102.0,43.0,1633.3749651908875,433.3554
-102.0,44.0,1576.4349150657654,373.79565
-102.0,45.0,1566.2149596214294,444.38416
-102.0,46.0,1552.7100682258606,430.38458
-102.0,47.0,1526.0650849342346,403.18738
-102.0,48.0,1528.6200737953186,294.19836
-102.0,49.0,1515.844955444336,309.54495
-102.0,50.0,1520.954933166504,331.94263
-102.0,51.0,1527.5249791145325,292.19296
-102.0,52.0,1459.2699658870697,248.20094
-102.0,55.0,1358.8950181007385,163.19135
-101.0,19.0,1778.2800793647766,12.311032
-101.0,20.0,1848.7250208854675,39.641438
-101.0,21.0,1860.0400710105896,140.33192
-101.0,22.0,1760.0300097465515,37.662384
-101.0,23.0,1810.7649874687195,54.026
-101.0,24.0,1917.3449206352234,83.83794
-101.0,25.0,1862.2300863265991,59.208763
-101.0,26.0,1820.9849429130554,284.4379
-101.0,27.0,1712.5799679756165,92.99135
-101.0,28.0,1649.0700459480286,176.15495
-101.0,29.0,1616.2199902534485,171.24136
-101.0,31.0,1712.214994430542,294.68234
-101.0,32.0,1749.079933166504,403.05414
-101.0,34.0,1767.6949763298035,381.71448
-101.0,35.0,1776.4550375938416,300.17828
-101.0,37.0,1750.904974937439,326.78867
-101.0,38.0,1722.7999234199524,279.59573
-101.0,39.0,1709.660005569458,348.1729
-101.0,40.0,1668.415036201477,312.654
-101.0,41.0,1652.3549818992615,371.8454
-101.0,42.0,1634.4700598716736,459.14618
-101.0,43.0,1603.080072402954,515.9471
-101.0,44.0,1560.740008354187,464.9765
-101.0,45.0,1553.075041770935,464.53424
-101.0,46.0,1541.3950181007385,457.59995
-101.0,47.0,1503.799958229065,312.74597
-101.0,48.0,1512.560019493103,380.17828
-101.0,49.0,1508.909935951233,297.26056
-101.0,50.0,1507.0850682258606,281.1265
-101.0,51.0,1464.380030632019,189.92299
-101.0,52.0,1446.8599951267242,162.50233
-101.0,54.0,1377.8750348091125,364.68362
-101.0,55.0,1374.9549853801727,202.46245
-101.0,57.0,1360.3549993038177,153.50616
-100.0,17.0,1766.2350821495056,7.815186
-100.0,18.0,1810.0350403785706,33.571274
-100.0,22.0,1679.7300863265991,38.871925
-100.0,23.0,1769.884991645813,187.474
-100.0,24.0,1819.5250487327576,219.49214
-100.0,26.0,1629.3600821495056,237.83046
-100.0,27.0,1606.7299818992615,166.23987
-100.0,28.0,1584.830002784729,157.40436
-100.0,29.0,1545.410075187683,148.05289
-100.0,30.0,1599.429988861084,204.38454
-100.0,31.0,1669.5099568367004,228.04596
-100.0,32.0,1698.344955444336,198.86203
-100.0,33.0,1711.8500208854675,248.64326
-100.0,34.0,1704.9150013923645,240.75757
-100.0,35.0,1718.054919242859,310.04163
-100.0,36.0,1726.085033416748,448.5565
-100.0,37.0,1695.789966583252,306.19293
-100.0,38.0,1698.344955444336,416.22867
-100.0,39.0,1677.905044555664,335.1058
-100.0,40.0,1640.3099846839905,279.7266
-100.0,41.0,1638.4849429130554,303.26645
-100.0,42.0,1599.7949624061584,357.38327
-100.0,44.0,1547.2349429130554,378.1469
-100.0,45.0,1555.2650570869446,388.2496
-100.0,46.0,1539.934949874878,413.6918
-100.0,47.0,1528.6200737953186,486.26743
-100.0,48.0,1522.779974937439,437.44733
-100.0,49.0,1488.470025062561,304.0269
-100.0,50.0,1525.334963798523,282.19116
-100.0,53.0,1398.6800062656403,270.41162
-99.0,18.0,1828.284935951233,19.074913
-99.0,19.0,1794.704933166504,12.808172
-99.0,20.0,1841.42502784729,73.76343
-99.0,23.0,1609.2849707603455,130.14532
-99.0,24.0,1656.370038986206,279.93585
-99.0,25.0,1609.2849707603455,116.32849
-99.0,26.0,1588.114938735962,224.22166
-99.0,29.0,1533.7300515174866,139.25484
-99.0,30.0,1563.6599707603455,114.26549
-99.0,31.0,1631.9150710105896,278.26382
-99.0,32.0,1660.384922027588,277.74573
-99.0,33.0,1662.9400849342346,317.54898
-99.0,34.0,1669.144983291626,309.38272
-99.0,35.0,1684.4749164581299,341.33057
-99.0,36.0,1676.080002784729,514.31226
-99.0,38.0,1666.9549679756165,384.31897
-99.0,39.0,1644.6900153160095,371.61008
-99.0,40.0,1621.694941520691,402.67523
-99.0,41.0,1604.539966583252,347.19333
-99.0,43.0,1537.7449345588684,366.1854
-99.0,44.0,1539.934949874878,367.37637
-99.0,45.0,1535.554919242859,333.48962
-99.0,46.0,1541.759991645813,556.1216
-99.0,47.0,1523.509922027588,385.29456
-99.0,48.0,1490.6600403785706,456.9999
-99.0,49.0,1514.385061264038,332.7592
-99.0,50.0,1482.6299262046814,257.65894
-99.0,51.0,1434.084963798523,154.57928
-99.0,56.0,1342.4699902534485,162.97705
-99.0,57.0,1351.2299644947052,172.58864
-98.0,18.0,1860.0400710105896,40.187595
-98.0,19.0,1935.5949902534485,163.23499
-98.0,20.0,1634.4700598716736,36.237602
-98.0,21.0,1441.7500174045563,44.422405
-98.0,22.0,1449.7799575328827,52.032146
-98.0,23.0,1480.4400849342346,218.06311
-98.0,24.0,1570.959963798523,188.89787
-98.0,25.0,1582.6399874687195,201.99612
-98.0,26.0,1555.9950041770935,217.40808
-98.0,27.0,1508.909935951233,173.13028
-98.0,28.0,1517.3050236701965,175.63403
-98.0,29.0,1527.889952659607,184.11472
-98.0,30.0,1519.1300654411316,72.94377
-98.0,31.0,1580.8149456977844,175.74835
-98.0,32.0,1610.0149178504944,230.44072
-98.0,33.0,1637.7549958229065,412.15228
-98.0,34.0,1647.2450041770935,284.7784
-98.0,35.0,1642.8649735450745,412.1486
-98.0,36.0,1630.0900292396545,290.91754
-98.0,37.0,1631.9150710105896,297.30652
-98.0,38.0,1629.3600821495056,357.3911
-98.0,39.0,1606.365008354187,272.44067
-98.0,40.0,1592.1299958229065,316.94766
-98.0,41.0,1568.7699484825134,349.5005
-98.0,42.0,1543.2200598716736,421.03406
-98.0,43.0,1518.39994430542,326.08105
-98.0,44.0,1520.954933166504,409.03366
-98.0,45.0,1527.160005569458,375.9609
-98.0,46.0,1514.0199136734009,364.82947
-98.0,47.0,1506.7199206352234,358.67404
-98.0,48.0,1503.070011138916,388.7102
-98.0,49.0,1468.0299401283264,314.43866
-98.0,50.0,1497.960033416748,275.62152
-98.0,51.0,1431.1650013923645,138.8494
-98.0,54.0,1397.94997215271,178.19664
-97.0,19.0,1557.8200459480286,7.0087967
-97.0,20.0,1391.7449867725372,23.810825
-97.0,29.0,1497.5950598716736,222.20259
-97.0,30.0,1517.3050236701965,187.83504
-97.0,31.0,1550.1550793647766,225.23886
-97.0,32.0,1567.67502784729,251.83795
-97.0,34.0,1590.669927597046,199.28929
-97.0,35.0,1598.700041770935,380.3927
-97.0,36.0,1595.7800793647766,350.7365
-97.0,37.0,1608.919997215271,359.73257
-97.0,38.0,1601.6200041770935,367.02734
-97.0,39.0,1581.179919242859,324.59268
-97.0,40.0,1561.469955444336,323.17105
-97.0,41.0,1536.2850403785706,372.4669
-97.0,42.0,1516.2099289894104,307.64355
-97.0,43.0,1493.9449763298035,292.72318
-97.0,44.0,1507.0850682258606,370.2421
-97.0,45.0,1534.82497215271,445.49713
-97.0,46.0,1497.5950598716736,357.42325
-97.0,47.0,1468.0299401283264,297.35376
-97.0,48.0,1448.3199763298035,289.70566
-97.0,49.0,1447.5900292396545,299.1094
-97.0,50.0,1468.3949136734009,289.11557
-97.0,51.0,1457.0800375938416,267.26404
-97.0,53.0,1389.1899979114532,118.2296
-96.0,16.0,1743.969955444336,99.493095
-96.0,18.0,1496.864938735962,48.76047
-96.0,19.0,1591.035075187683,198.05786
-96.0,29.0,1499.0549540519714,203.21188
-96.0,30.0,1520.224986076355,246.3548
-96.0,31.0,1523.1449484825134,264.84113
-96.0,32.0,1540.6650710105896,224.56772
-96.0,33.0,1557.455072402954,236.54538
-96.0,34.0,1558.185019493103,277.13766
-96.0,35.0,1557.8200459480286,315.26385
-96.0,36.0,1568.0400013923645,262.90054
-96.0,37.0,1571.3249373435974,349.00455
-96.0,38.0,1579.3550515174866,387.9861
-96.0,39.0,1560.740008354187,433.8221
-96.0,40.0,1537.7449345588684,368.1312
-96.0,41.0,1521.320080757141,333.19785
-96.0,42.0,1469.8549818992615,292.8032
-96.0,43.0,1500.1500487327576,303.25647
-96.0,44.0,1510.734977722168,401.76413
-96.0,45.0,1474.9649596214294,317.98334
-96.0,46.0,1467.664966583252,432.7552
-96.0,47.0,1450.509991645813,322.24533
-96.0,48.0,1461.825041770935,306.416
-96.0,49.0,1414.0100264549255,213.7272
-96.0,50.0,1432.6249825954437,250.30768
-96.0,56.0,1360.7199728488922,185.5443
-95.0,17.0,1446.8599951267242,240.24124
-95.0,18.0,1435.910005569458,124.30298
-95.0,30.0,1503.4349846839905,172.82585
-95.0,31.0,1509.2750835418701,109.55172
-95.0,33.0,1541.030044555664,249.29727
-95.0,34.0,1526.430058479309,206.59016
-95.0,35.0,1527.889952659607,170.45406
-95.0,36.0,1545.410075187683,305.87958
-95.0,37.0,1545.410075187683,310.73148
-95.0,38.0,1534.4599986076355,289.63068
-95.0,39.0,1523.1449484825134,242.63141
-95.0,40.0,1510.734977722168,255.28796
-95.0,41.0,1499.0549540519714,290.28085
-95.0,42.0,1512.560019493103,367.22012
-95.0,43.0,1503.799958229065,351.86142
-95.0,44.0,1479.3449902534485,402.32977
-95.0,45.0,1457.445011138916,337.2693
-95.0,46.0,1476.42502784729,295.48102
-95.0,47.0,1432.6249825954437,258.91782
-95.0,50.0,1399.775013923645,116.61619
-95.0,54.0,1348.6749756336212,196.267
-95.0,55.0,1381.8900048732758,130.58945
-94.0,30.0,1514.0199136734009,130.37976
-94.0,32.0,1520.5899596214294,92.67292
-94.0,34.0,1514.385061264038,180.5946
-94.0,35.0,1501.244969367981,136.39638
-94.0,36.0,1539.5699763298035,280.1517
-94.0,37.0,1547.2349429130554,417.51743
-94.0,38.0,1514.7500348091125,196.88332
-94.0,39.0,1521.6850543022156,409.73254
-94.0,40.0,1490.6600403785706,277.60992
-94.0,41.0,1488.470025062561,319.50015
-94.0,42.0,1464.0150570869446,321.67255
-94.0,43.0,1462.1900153160095,322.0091
-94.0,44.0,1440.290036201477,323.62054
-94.0,45.0,1460.3649735450745,344.77466
-94.0,46.0,1457.0800375938416,368.47867
-94.0,50.0,1368.3850264549255,223.09468
-94.0,55.0,1378.6049818992615,137.65381
-93.0,16.0,1705.279974937439,36.75151
-93.0,18.0,1550.520052909851,77.58215
-93.0,30.0,1541.030044555664,169.65059
-93.0,31.0,1509.2750835418701,81.83828
-93.0,34.0,1509.2750835418701,88.73812
-93.0,36.0,1516.5750765800476,46.875614
-93.0,38.0,1501.9749164581299,137.6465
-93.0,39.0,1498.3250069618225,212.87563
-93.0,40.0,1484.4549679756165,312.6295
-93.0,41.0,1472.77494430542,380.46976
-93.0,42.0,1494.309949874878,348.22705
-93.0,43.0,1468.0299401283264,308.8606
-93.0,44.0,1451.2400257587433,373.02048
-93.0,46.0,1442.4799644947052,311.7079
-93.0,47.0,1400.504961013794,145.17783
-93.0,53.0,1322.0299923419952,354.93448
-92.0,16.0,1759.665036201477,644.6644
-92.0,18.0,1628.2649874687195,154.33568
-92.0,30.0,1550.520052909851,194.45764
